predictor_row_key_t,target_row_key_t_plus_1,ticker,fiscal_year_t,target_year,temporal_partition,fold_membership,present_in_main_rule_a_primary,present_in_main_rule_b_listing_robustness,present_in_expanded_rule_a_company_scope_robustness,present_in_expanded_rule_b_combined_robustness,sample_membership_signature
سصفها|1396,سصفها|1397,سصفها,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سصفها|1397,سصفها|1398,سصفها,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سصفها|1398,سصفها|1399,سصفها,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سصفها|1399,سصفها|1400,سصفها,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سصفها|1400,سصفها|1401,سصفها,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سصفها|1401,سصفها|1402,سصفها,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سغرب|1393,سغرب|1394,سغرب,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سغرب|1394,سغرب|1395,سغرب,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سغرب|1395,سغرب|1396,سغرب,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سغرب|1396,سغرب|1397,سغرب,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سغرب|1397,سغرب|1398,سغرب,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سغرب|1398,سغرب|1399,سغرب,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سغرب|1399,سغرب|1400,سغرب,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سغرب|1400,سغرب|1401,سغرب,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سغرب|1401,سغرب|1402,سغرب,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سفارس|1392,سفارس|1393,سفارس,1392,1393,development,fold1_train|fold2_train,false,false,true,true,part3+part4
سفارس|1393,سفارس|1394,سفارس,1393,1394,development,fold1_train|fold2_train,false,false,true,true,part3+part4
سفارس|1394,سفارس|1395,سفارس,1394,1395,development,fold1_train|fold2_train,false,false,true,true,part3+part4
سفارس|1395,سفارس|1396,سفارس,1395,1396,development,fold1_validation|fold2_train,false,false,true,true,part3+part4
سفارس|1396,سفارس|1397,سفارس,1396,1397,development,fold1_validation|fold2_train,false,false,true,true,part3+part4
سفارس|1397,سفارس|1398,سفارس,1397,1398,development,fold2_validation,false,false,true,true,part3+part4
سفارس|1398,سفارس|1399,سفارس,1398,1399,development,fold2_validation,false,false,true,true,part3+part4
سفارس|1399,سفارس|1400,سفارس,1399,1400,locked_final_test,locked_final_test,false,false,true,true,part3+part4
سفارس|1400,سفارس|1401,سفارس,1400,1401,locked_final_test,locked_final_test,false,false,true,true,part3+part4
سفارس|1401,سفارس|1402,سفارس,1401,1402,locked_final_test,locked_final_test,false,false,true,true,part3+part4
سقاین|1392,سقاین|1393,سقاین,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سقاین|1393,سقاین|1394,سقاین,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سقاین|1394,سقاین|1395,سقاین,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سقاین|1395,سقاین|1396,سقاین,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سقاین|1396,سقاین|1397,سقاین,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سقاین|1397,سقاین|1398,سقاین,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سقاین|1398,سقاین|1399,سقاین,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سقاین|1399,سقاین|1400,سقاین,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سقاین|1400,سقاین|1401,سقاین,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سقاین|1401,سقاین|1402,سقاین,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سمازن|1392,سمازن|1393,سمازن,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سمازن|1393,سمازن|1394,سمازن,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سمازن|1394,سمازن|1395,سمازن,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سمازن|1395,سمازن|1396,سمازن,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سمازن|1396,سمازن|1397,سمازن,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سمازن|1397,سمازن|1398,سمازن,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سمازن|1398,سمازن|1399,سمازن,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سمازن|1399,سمازن|1400,سمازن,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سمازن|1400,سمازن|1401,سمازن,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سمازن|1401,سمازن|1402,سمازن,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سنیر|1393,سنیر|1394,سنیر,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سنیر|1394,سنیر|1395,سنیر,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سنیر|1395,سنیر|1396,سنیر,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سنیر|1396,سنیر|1397,سنیر,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سنیر|1397,سنیر|1398,سنیر,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سنیر|1398,سنیر|1399,سنیر,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سنیر|1399,سنیر|1400,سنیر,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سنیر|1400,سنیر|1401,سنیر,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سنیر|1401,سنیر|1402,سنیر,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سهگمت|1392,سهگمت|1393,سهگمت,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سهگمت|1393,سهگمت|1394,سهگمت,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سهگمت|1394,سهگمت|1395,سهگمت,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سهگمت|1395,سهگمت|1396,سهگمت,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سهگمت|1396,سهگمت|1397,سهگمت,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سهگمت|1397,سهگمت|1398,سهگمت,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سهگمت|1398,سهگمت|1399,سهگمت,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سهگمت|1399,سهگمت|1400,سهگمت,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سهگمت|1400,سهگمت|1401,سهگمت,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سهگمت|1401,سهگمت|1402,سهگمت,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سپاها|1392,سپاها|1393,سپاها,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سپاها|1393,سپاها|1394,سپاها,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سپاها|1394,سپاها|1395,سپاها,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سپاها|1395,سپاها|1396,سپاها,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سپاها|1396,سپاها|1397,سپاها,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سپاها|1397,سپاها|1398,سپاها,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سپاها|1398,سپاها|1399,سپاها,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سپاها|1399,سپاها|1400,سپاها,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سپاها|1400,سپاها|1401,سپاها,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سپاها|1401,سپاها|1402,سپاها,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سپید|1400,سپید|1401,سپید,1400,1401,locked_final_test,locked_final_test,true,false,true,false,primary+part3
سپید|1401,سپید|1402,سپید,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سکرد|1392,سکرد|1393,سکرد,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سکرد|1393,سکرد|1394,سکرد,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سکرد|1394,سکرد|1395,سکرد,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سکرد|1395,سکرد|1396,سکرد,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سکرد|1396,سکرد|1397,سکرد,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سکرد|1397,سکرد|1398,سکرد,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سکرد|1398,سکرد|1399,سکرد,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سکرد|1399,سکرد|1400,سکرد,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سکرد|1400,سکرد|1401,سکرد,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سکرد|1401,سکرد|1402,سکرد,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سیلام|1392,سیلام|1393,سیلام,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سیلام|1393,سیلام|1394,سیلام,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سیلام|1394,سیلام|1395,سیلام,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سیلام|1395,سیلام|1396,سیلام,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سیلام|1396,سیلام|1397,سیلام,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سیلام|1397,سیلام|1398,سیلام,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سیلام|1398,سیلام|1399,سیلام,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سیلام|1399,سیلام|1400,سیلام,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سیلام|1400,سیلام|1401,سیلام,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سیلام|1401,سیلام|1402,سیلام,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شاراک|1393,شاراک|1394,شاراک,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شاراک|1394,شاراک|1395,شاراک,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شاراک|1395,شاراک|1396,شاراک,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شاراک|1396,شاراک|1397,شاراک,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شاراک|1397,شاراک|1398,شاراک,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شاراک|1398,شاراک|1399,شاراک,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شاراک|1399,شاراک|1400,شاراک,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شاراک|1400,شاراک|1401,شاراک,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شاراک|1401,شاراک|1402,شاراک,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شبریز|1393,شبریز|1394,شبریز,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شبریز|1394,شبریز|1395,شبریز,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شبریز|1395,شبریز|1396,شبریز,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شبریز|1396,شبریز|1397,شبریز,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شبریز|1397,شبریز|1398,شبریز,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شبریز|1398,شبریز|1399,شبریز,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شبریز|1399,شبریز|1400,شبریز,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شبریز|1400,شبریز|1401,شبریز,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شبریز|1401,شبریز|1402,شبریز,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شبندر|1393,شبندر|1394,شبندر,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شبندر|1394,شبندر|1395,شبندر,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شبندر|1395,شبندر|1396,شبندر,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شبندر|1396,شبندر|1397,شبندر,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شبندر|1397,شبندر|1398,شبندر,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شبندر|1398,شبندر|1399,شبندر,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شبندر|1399,شبندر|1400,شبندر,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شبندر|1400,شبندر|1401,شبندر,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شبندر|1401,شبندر|1402,شبندر,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شدوص|1393,شدوص|1394,شدوص,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شدوص|1394,شدوص|1395,شدوص,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شدوص|1395,شدوص|1396,شدوص,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شدوص|1396,شدوص|1397,شدوص,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شدوص|1397,شدوص|1398,شدوص,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شدوص|1398,شدوص|1399,شدوص,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شدوص|1399,شدوص|1400,شدوص,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شدوص|1400,شدوص|1401,شدوص,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شدوص|1401,شدوص|1402,شدوص,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شغدیر|1400,شغدیر|1401,شغدیر,1400,1401,locked_final_test,locked_final_test,true,false,true,false,primary+part3
شغدیر|1401,شغدیر|1402,شغدیر,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شفارس|1393,شفارس|1394,شفارس,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شفارس|1394,شفارس|1395,شفارس,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شفارس|1395,شفارس|1396,شفارس,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شفارس|1396,شفارس|1397,شفارس,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شفارس|1397,شفارس|1398,شفارس,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شفارس|1398,شفارس|1399,شفارس,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شفارس|1399,شفارس|1400,شفارس,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شفارس|1400,شفارس|1401,شفارس,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شفارس|1401,شفارس|1402,شفارس,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شلعاب|1393,شلعاب|1394,شلعاب,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شلعاب|1394,شلعاب|1395,شلعاب,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شلعاب|1395,شلعاب|1396,شلعاب,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شلعاب|1396,شلعاب|1397,شلعاب,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شلعاب|1397,شلعاب|1398,شلعاب,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شلعاب|1398,شلعاب|1399,شلعاب,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شلعاب|1399,شلعاب|1400,شلعاب,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شلعاب|1400,شلعاب|1401,شلعاب,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شلعاب|1401,شلعاب|1402,شلعاب,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شپارس|1393,شپارس|1394,شپارس,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شپارس|1394,شپارس|1395,شپارس,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شپارس|1395,شپارس|1396,شپارس,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شپارس|1396,شپارس|1397,شپارس,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شپارس|1397,شپارس|1398,شپارس,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شپارس|1398,شپارس|1399,شپارس,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شپارس|1399,شپارس|1400,شپارس,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شپارس|1400,شپارس|1401,شپارس,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شپارس|1401,شپارس|1402,شپارس,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شپنا|1393,شپنا|1394,شپنا,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شپنا|1394,شپنا|1395,شپنا,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شپنا|1395,شپنا|1396,شپنا,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شپنا|1396,شپنا|1397,شپنا,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شپنا|1397,شپنا|1398,شپنا,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شپنا|1398,شپنا|1399,شپنا,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شپنا|1399,شپنا|1400,شپنا,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شپنا|1400,شپنا|1401,شپنا,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شپنا|1401,شپنا|1402,شپنا,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شکربن|1393,شکربن|1394,شکربن,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شکربن|1394,شکربن|1395,شکربن,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شکربن|1395,شکربن|1396,شکربن,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شکربن|1396,شکربن|1397,شکربن,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شکربن|1397,شکربن|1398,شکربن,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شکربن|1398,شکربن|1399,شکربن,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شکربن|1399,شکربن|1400,شکربن,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شکربن|1400,شکربن|1401,شکربن,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شکربن|1401,شکربن|1402,شکربن,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شکلر|1393,شکلر|1394,شکلر,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شکلر|1394,شکلر|1395,شکلر,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شکلر|1395,شکلر|1396,شکلر,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شکلر|1396,شکلر|1397,شکلر,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شکلر|1398,شکلر|1399,شکلر,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شکلر|1399,شکلر|1400,شکلر,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شکلر|1401,شکلر|1402,شکلر,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شیران|1393,شیران|1394,شیران,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شیران|1394,شیران|1395,شیران,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
شیران|1395,شیران|1396,شیران,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شیران|1396,شیران|1397,شیران,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
شیران|1397,شیران|1398,شیران,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شیران|1398,شیران|1399,شیران,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
شیران|1399,شیران|1400,شیران,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شیران|1400,شیران|1401,شیران,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
شیران|1401,شیران|1402,شیران,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
غبهنوش|1392,غبهنوش|1393,غبهنوش,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غبهنوش|1393,غبهنوش|1394,غبهنوش,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غبهنوش|1394,غبهنوش|1395,غبهنوش,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غبهنوش|1395,غبهنوش|1396,غبهنوش,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
غبهنوش|1396,غبهنوش|1397,غبهنوش,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
غبهنوش|1397,غبهنوش|1398,غبهنوش,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
غبهنوش|1398,غبهنوش|1399,غبهنوش,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
غبهنوش|1399,غبهنوش|1400,غبهنوش,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
غبهنوش|1400,غبهنوش|1401,غبهنوش,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
غبهنوش|1401,غبهنوش|1402,غبهنوش,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
غدام|1392,غدام|1393,غدام,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غدام|1393,غدام|1394,غدام,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غدام|1394,غدام|1395,غدام,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غدام|1395,غدام|1396,غدام,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
غدام|1396,غدام|1397,غدام,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
غدام|1397,غدام|1398,غدام,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
غدام|1398,غدام|1399,غدام,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
غدام|1399,غدام|1400,غدام,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
غدام|1400,غدام|1401,غدام,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
غدام|1401,غدام|1402,غدام,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
غسالم|1392,غسالم|1393,غسالم,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غسالم|1393,غسالم|1394,غسالم,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غسالم|1394,غسالم|1395,غسالم,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غسالم|1395,غسالم|1396,غسالم,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
غسالم|1396,غسالم|1397,غسالم,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
غسالم|1397,غسالم|1398,غسالم,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
غسالم|1398,غسالم|1399,غسالم,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
غسالم|1399,غسالم|1400,غسالم,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
غسالم|1400,غسالم|1401,غسالم,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
غسالم|1401,غسالم|1402,غسالم,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
غشان|1392,غشان|1393,غشان,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غشان|1393,غشان|1394,غشان,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غشان|1394,غشان|1395,غشان,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
غشان|1395,غشان|1396,غشان,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
غشان|1396,غشان|1397,غشان,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
