ticker,predictor_year,target_year,split,cv_val_fold,target_next_year,row_key
سغرب,1397,1398,test,,0,سغرب|1397
سغرب,1398,1399,unused_no_positive_post_test,,0,سغرب|1398
سغرب,1399,1400,unused_no_positive_post_test,,0,سغرب|1399
سغرب,1400,1401,unused_no_positive_post_test,,0,سغرب|1400
سغرب,1401,1402,unused_no_positive_post_test,,0,سغرب|1401
شبندر,1393,1394,dev,1,0,شبندر|1393
شبندر,1394,1395,dev,2,0,شبندر|1394
شبندر,1395,1396,dev,3,0,شبندر|1395
شبندر,1396,1397,test,,0,شبندر|1396
شبندر,1397,1398,test,,0,شبندر|1397
شبندر,1398,1399,unused_no_positive_post_test,,0,شبندر|1398
شبندر,1399,1400,unused_no_positive_post_test,,0,شبندر|1399
شبندر,1400,1401,unused_no_positive_post_test,,0,شبندر|1400
شبندر,1401,1402,unused_no_positive_post_test,,0,شبندر|1401
شلعاب,1393,1394,dev,1,0,شلعاب|1393
شلعاب,1394,1395,dev,2,0,شلعاب|1394
شلعاب,1395,1396,dev,3,0,شلعاب|1395
شلعاب,1396,1397,test,,0,شلعاب|1396
شلعاب,1397,1398,test,,0,شلعاب|1397
شلعاب,1398,1399,unused_no_positive_post_test,,0,شلعاب|1398
شلعاب,1399,1400,unused_no_positive_post_test,,0,شلعاب|1399
شلعاب,1400,1401,unused_no_positive_post_test,,0,شلعاب|1400
شلعاب,1401,1402,unused_no_positive_post_test,,0,شلعاب|1401
شدوص,1393,1394,dev,1,0,شدوص|1393
شدوص,1394,1395,dev,2,0,شدوص|1394
شدوص,1395,1396,dev,3,1,شدوص|1395
شدوص,1396,1397,test,,0,شدوص|1396
شدوص,1397,1398,test,,0,شدوص|1397
شدوص,1398,1399,unused_no_positive_post_test,,0,شدوص|1398
شدوص,1399,1400,unused_no_positive_post_test,,0,شدوص|1399
شدوص,1400,1401,unused_no_positive_post_test,,0,شدوص|1400
شدوص,1401,1402,unused_no_positive_post_test,,0,شدوص|1401
شکربن,1393,1394,dev,1,0,شکربن|1393
شکربن,1394,1395,dev,2,0,شکربن|1394
شکربن,1395,1396,dev,3,0,شکربن|1395
شکربن,1396,1397,test,,0,شکربن|1396
شکربن,1397,1398,test,,0,شکربن|1397
شکربن,1398,1399,unused_no_positive_post_test,,0,شکربن|1398
شکربن,1399,1400,unused_no_positive_post_test,,0,شکربن|1399
شکربن,1400,1401,unused_no_positive_post_test,,0,شکربن|1400
شکربن,1401,1402,unused_no_positive_post_test,,0,شکربن|1401
اردستان,1401,1402,unused_no_positive_post_test,,0,اردستان|1401
